Drug1,Drug1_ID,Drug2,Drug2_ID,Interaction
glyceryl trinitrate,N/A,heparin,DB01109,0
glyceryl trinitrate,N/A,protamine,DB13700,0
glyceryl trinitrate,N/A,potassium chloride,DB00761,0
glyceryl trinitrate,N/A,folic acid,DB00158,0
glyceryl trinitrate,N/A,acetaminophen,DB00316,0
isosorbide dinitrate,DB00883,morphine,DB00295,0
isosorbide dinitrate,DB00883,atropine,DB00572,0
isosorbide dinitrate,DB00883,heparin,DB01109,0
isosorbide dinitrate,DB00883,protamine,DB13700,0
isosorbide dinitrate,DB00883,potassium chloride,DB00761,0
isosorbide dinitrate,DB00883,folic acid,DB00158,0
isosorbide dinitrate,DB00883,acetaminophen,DB00316,0
morphine,DB00295,atropine,DB00572,0
morphine,DB00295,heparin,DB01109,0
morphine,DB00295,protamine,DB13700,0
morphine,DB00295,potassium chloride,DB00761,0
morphine,DB00295,folic acid,DB00158,0
morphine,DB00295,acetaminophen,DB00316,0
atropine,DB00572,heparin,DB01109,0
atropine,DB00572,protamine,DB13700,0
atropine,DB00572,potassium chloride,DB00761,0
atropine,DB00572,folic acid,DB00158,0
atropine,DB00572,acetaminophen,DB00316,0
heparin,DB01109,protamine,DB13700,0
heparin,DB01109,potassium chloride,DB00761,0
heparin,DB01109,folic acid,DB00158,0
heparin,DB01109,acetaminophen,DB00316,0
protamine,DB13700,potassium chloride,DB00761,0
protamine,DB13700,folic acid,DB00158,0
protamine,DB13700,acetaminophen,DB00316,0
potassium chloride,DB00761,folic acid,DB00158,0
potassium chloride,DB00761,acetaminophen,DB00316,0
folic acid,DB00158,acetaminophen,DB00316,0
heparin,DB01109,anticoagulants,N/A,0
heparin,DB01109,heparin sodium,,0
anticoagulants,N/A,heparin sodium,,0
heparin sodium,,dicumarol,N/A,1
heparin sodium,,warfarin sodium,N/A,1
dicumarol,N/A,warfarin sodium,N/A,0
platelet inhibitors,N/A,acetylsalicylic acid,DB00945,0
platelet inhibitors,N/A,dextran,DB09255,0
platelet inhibitors,N/A,phenylbutazone,DB00812,0
platelet inhibitors,N/A,ibuprofen,DB01050,0
platelet inhibitors,N/A,indomethacin,DB00328,0
platelet inhibitors,N/A,dipyridamole,DB00975,0
platelet inhibitors,N/A,hydroxychloroquine,DB01611,0
platelet inhibitors,N/A,heparin sodium,,0
acetylsalicylic acid,DB00945,dextran,DB09255,0
acetylsalicylic acid,DB00945,phenylbutazone,DB00812,0
acetylsalicylic acid,DB00945,ibuprofen,DB01050,0
acetylsalicylic acid,DB00945,indomethacin,DB00328,0
acetylsalicylic acid,DB00945,dipyridamole,DB00975,0
acetylsalicylic acid,DB00945,hydroxychloroquine,DB01611,0
acetylsalicylic acid,DB00945,heparin sodium,,1
dextran,DB09255,phenylbutazone,DB00812,0
dextran,DB09255,ibuprofen,DB01050,0
dextran,DB09255,indomethacin,DB00328,0
dextran,DB09255,dipyridamole,DB00975,0
dextran,DB09255,hydroxychloroquine,DB01611,0
dextran,DB09255,heparin sodium,,1
phenylbutazone,DB00812,ibuprofen,DB01050,0
phenylbutazone,DB00812,indomethacin,DB00328,0
phenylbutazone,DB00812,dipyridamole,DB00975,0
phenylbutazone,DB00812,hydroxychloroquine,DB01611,0
phenylbutazone,DB00812,heparin sodium,,1
ibuprofen,DB01050,indomethacin,DB00328,0
ibuprofen,DB01050,dipyridamole,DB00975,0
ibuprofen,DB01050,hydroxychloroquine,DB01611,0
ibuprofen,DB01050,heparin sodium,,1
indomethacin,DB00328,dipyridamole,DB00975,0
indomethacin,DB00328,hydroxychloroquine,DB01611,0
indomethacin,DB00328,heparin sodium,,1
dipyridamole,DB00975,hydroxychloroquine,DB01611,0
dipyridamole,DB00975,heparin sodium,,1
hydroxychloroquine,DB01611,heparin sodium,,1
heparin,DB01109,antithrombin iii,N/A,1
heparin,DB01109,digitalis,N/A,0
heparin,DB01109,tetracyclines,N/A,0
heparin,DB01109,nicotine,DB00184,0
heparin,DB01109,antihistamines,N/A,0
heparin,DB01109,heparin sodium,,0
digitalis,N/A,tetracyclines,N/A,0
digitalis,N/A,nicotine,DB00184,0
digitalis,N/A,antihistamines,N/A,0
digitalis,N/A,heparin sodium,,1
tetracyclines,N/A,nicotine,DB00184,0
tetracyclines,N/A,antihistamines,N/A,0
tetracyclines,N/A,heparin sodium,,1
nicotine,DB00184,antihistamines,N/A,0
nicotine,DB00184,heparin sodium,,1
antihistamines,N/A,heparin sodium,,1
heparin sodium,,doxorubicin,DB00997,0
heparin sodium,,droperidol,DB00450,0
heparin sodium,,ciprofloxacin,DB00537,0
heparin sodium,,mitoxantrone,DB01204,0
heparin sodium,,heparin,DB01109,0
doxorubicin,DB00997,droperidol,DB00450,0
doxorubicin,DB00997,ciprofloxacin,DB00537,0
doxorubicin,DB00997,mitoxantrone,DB01204,0
doxorubicin,DB00997,heparin,DB01109,0
droperidol,DB00450,ciprofloxacin,DB00537,0
droperidol,DB00450,mitoxantrone,DB01204,0
droperidol,DB00450,heparin,DB01109,0
ciprofloxacin,DB00537,mitoxantrone,DB01204,0
ciprofloxacin,DB00537,heparin,DB01109,0
mitoxantrone,DB01204,heparin,DB01109,0
tricyclic antidepressants,N/A,cimetidine,DB00501,1
cimetidine,DB00501,tricyclic antidepressants,N/A,0
antidepressants,N/A,fluoxetine hydrochloride,N/A,1
nortriptyline,DB00540,fluoxetine hydrochloride,N/A,1
fluoxetine,DB00472,norfluoxetine,N/A,0
reserpine,DB00206,tricyclic antidepressant,N/A,1
nortriptyline hydrochloride,N/A,anticholinergic drugs,N/A,1
nortriptyline hydrochloride,N/A,sympathomimetic drugs,N/A,1
anticholinergic drugs,N/A,sympathomimetic drugs,N/A,0
debrisoquin,N/A,dextromethorphan,DB00514,0
debrisoquin,N/A,tricyclic antidepressants,N/A,0
dextromethorphan,DB00514,tricyclic antidepressants,N/A,0
antidepressants,N/A,tricyclic antidepressants,N/A,0
antidepressants,N/A,selective serotonin reuptake inhibitors,N/A,0
tricyclic antidepressants,N/A,selective serotonin reuptake inhibitors,N/A,0
tricyclic antidepressants,N/A,tricyclic antidepressant,N/A,0
tricyclic antidepressants,N/A,antidepressants,N/A,0
tricyclic antidepressants,N/A,phenothiazines,N/A,0
tricyclic antidepressants,N/A,carbamazepine,DB00564,1
tricyclic antidepressants,N/A,type 1c antiarrhythmics,N/A,0
tricyclic antidepressants,N/A,propafenone,DB01182,0
tricyclic antidepressants,N/A,flecainide,DB01195,0
tricyclic antidepressants,N/A,encainide,DB01228,1
tricyclic antidepressants,N/A,quinidine,DB00908,0
antidepressants,N/A,phenothiazines,N/A,0
antidepressants,N/A,carbamazepine,DB00564,0
antidepressants,N/A,encainide,DB01228,0
antidepressants,N/A,quinidine,DB00908,0
phenothiazines,N/A,carbamazepine,DB00564,0
phenothiazines,N/A,type 1c antiarrhythmics,N/A,0
phenothiazines,N/A,propafenone,DB01182,0
phenothiazines,N/A,flecainide,DB01195,0
phenothiazines,N/A,encainide,DB01228,0
phenothiazines,N/A,quinidine,DB00908,0
carbamazepine,DB00564,type 1c antiarrhythmics,N/A,0
carbamazepine,DB00564,propafenone,DB01182,0
carbamazepine,DB00564,flecainide,DB01195,0
carbamazepine,DB00564,encainide,DB01228,0
carbamazepine,DB00564,quinidine,DB00908,0
type 1c antiarrhythmics,N/A,encainide,DB01228,0
type 1c antiarrhythmics,N/A,quinidine,DB00908,0
propafenone,DB01182,encainide,DB01228,0
propafenone,DB01182,quinidine,DB00908,0
flecainide,DB01195,encainide,DB01228,0
flecainide,DB01195,quinidine,DB00908,0
encainide,DB01228,quinidine,DB00908,0
alphagan p,N/A,cns depressants,N/A,1
alphagan p,N/A,alcohol,N/A,1
alphagan p,N/A,barbiturates,N/A,1
alphagan p,N/A,opiates,N/A,1
alphagan p,N/A,sedatives,N/A,1
alphagan p,N/A,anesthetics,N/A,1
cns depressants,N/A,alcohol,N/A,0
cns depressants,N/A,barbiturates,N/A,0
cns depressants,N/A,opiates,N/A,0
cns depressants,N/A,sedatives,N/A,0
cns depressants,N/A,anesthetics,N/A,0
alcohol,N/A,barbiturates,N/A,0
alcohol,N/A,opiates,N/A,0
alcohol,N/A,sedatives,N/A,0
alcohol,N/A,anesthetics,N/A,0
barbiturates,N/A,opiates,N/A,0
barbiturates,N/A,sedatives,N/A,0
barbiturates,N/A,anesthetics,N/A,0
opiates,N/A,sedatives,N/A,0
opiates,N/A,anesthetics,N/A,0
sedatives,N/A,anesthetics,N/A,0
beta-blockers,N/A,anti-hypertensives,N/A,0
beta-blockers,N/A,cardiac glycosides,N/A,0
anti-hypertensives,N/A,cardiac glycosides,N/A,0
tricyclic antidepressants,N/A,clonidine,DB00575,1
tricyclic antidepressants,N/A,alphagan p,N/A,0
clonidine,DB00575,alphagan p,N/A,0
anticoagulants,N/A,coumarin anticoagulants,N/A,0
anticoagulants,N/A,tricor,N/A,0
coumarin anticoagulants,N/A,tricor,N/A,1
hmg-coa reductase inhibitors,N/A,tricor,N/A,0
hmg-coa reductase inhibitors,N/A,hmg-coa reductase inhibitors,N/A,0
tricor,N/A,hmg-coa reductase inhibitors,N/A,1
resins,N/A,bile acid sequestrants,N/A,0
resins,N/A,tricor,N/A,0
resins,N/A,bile acid binding resin,N/A,0
bile acid sequestrants,N/A,tricor,N/A,0
bile acid sequestrants,N/A,bile acid binding resin,N/A,0
tricor,N/A,bile acid binding resin,N/A,1
cyclosporine,DB00091,cyclosporine,DB00091,0
cyclosporine,DB00091,fibrate drugs,N/A,0
cyclosporine,DB00091,tricor,N/A,0
cyclosporine,DB00091,fibrate drugs,N/A,1
cyclosporine,DB00091,tricor,N/A,1
fibrate drugs,N/A,tricor,N/A,0
tricor,N/A,immunosuppressants,N/A,1
fenofibrate,DB01039,fenofibric acid,DB13873,0
fenofibrate,DB01039,bile acid binding resin,N/A,1
fenofibrate,DB01039,tricor,N/A,0
fenofibrate,DB01039,pravastatin,DB00175,0
tricor,N/A,pravastatin,DB00175,0
pravastatin,DB00175,pravastatin,DB00175,0
pravastatin,DB00175,fenofibric acid,DB13873,0
fenofibrate,DB01039,atorvastatin,DB01076,0
tricor,N/A,atorvastatin,DB01076,0
atorvastatin,DB01076,atorvastatin,DB01076,0
atorvastatin,DB01076,fenofibrate,DB01039,0
fenofibric acid,DB13873,atorvastatin,DB01076,0
enablex,N/A,ketoconazole,DB01026,1
enablex,N/A,itraconazole,DB01167,1
enablex,N/A,ritonavir,DB00503,1
enablex,N/A,nelfinavir,DB00220,1
enablex,N/A,clarithromycin,DB01211,1
ketoconazole,DB01026,itraconazole,DB01167,0
ketoconazole,DB01026,ritonavir,DB00503,0
ketoconazole,DB01026,nelfinavir,DB00220,0
ketoconazole,DB01026,clarithromycin,DB01211,0
itraconazole,DB01167,ritonavir,DB00503,0
itraconazole,DB01167,nelfinavir,DB00220,0
itraconazole,DB01167,clarithromycin,DB01211,0
ritonavir,DB00503,nelfinavir,DB00220,0
ritonavir,DB00503,clarithromycin,DB01211,0
nelfinavir,DB00220,clarithromycin,DB01211,0
enablex,N/A,flecainide,DB01195,1
enablex,N/A,thioridazine,DB00679,1
enablex,N/A,tricyclic antidepressants,N/A,1
flecainide,DB01195,thioridazine,DB00679,0
flecainide,DB01195,tricyclic antidepressants,N/A,0
thioridazine,DB00679,tricyclic antidepressants,N/A,0
enablex,N/A,anticholinergic agents,N/A,1
hexalen,N/A,antidepressants of the mao inhibitor class,N/A,1
hexalen,N/A,cimetidine,DB00501,0
hexalen,N/A,altretamine,DB00488,0
antidepressants of the mao inhibitor class,N/A,cimetidine,DB00501,0
antidepressants of the mao inhibitor class,N/A,altretamine,DB00488,0
cimetidine,DB00501,altretamine,DB00488,1
hexalen,N/A,cisplatin,DB00515,0
hexalen,N/A,pyridoxine,DB00165,0
cisplatin,DB00515,pyridoxine,DB00165,0
pyridoxine,DB00165,pyridoxine,DB00165,0
pyridoxine,DB00165,hexalen,N/A,1
pyridoxine,DB00165,cisplatin,DB00515,1
ethyol,N/A,antihypertensive medications,N/A,1
aeds,N/A,aed,N/A,0
phenytoin,DB00252,phenobarbital,DB01174,0
phenytoin,DB00252,carbamazepine,DB00564,0
phenobarbital,DB01174,carbamazepine,DB00564,0
valproate,N/A,gabapentin,DB00996,0
gabitril,N/A,aed,N/A,0
gabitril,N/A,aeds,N/A,0
gabitril,N/A,phenytoin,DB00252,0
gabitril,N/A,tiagabine,DB00906,0
gabitril,N/A,phenytoin,DB00252,0
aeds,N/A,phenytoin,DB00252,0
aeds,N/A,tiagabine,DB00906,0
aeds,N/A,phenytoin,DB00252,0
phenytoin,DB00252,tiagabine,DB00906,0
tiagabine,DB00906,phenytoin,DB00252,0
carbamazepine,DB00564,tiagabine,DB00906,0
tiagabine,DB00906,carbamazepine,DB00564,0
valproate,N/A,tiagabine,DB00906,0
tiagabine,DB00906,valproate,N/A,1
phenobarbital,DB01174,primidone,DB00794,0
phenobarbital,DB01174,tiagabine,DB00906,0
phenobarbital,DB01174,phenobarbital,DB01174,0
phenobarbital,DB01174,primidone,DB00794,0
primidone,DB00794,tiagabine,DB00906,0
primidone,DB00794,phenobarbital,DB01174,0
primidone,DB00794,primidone,DB00794,0
tiagabine,DB00906,phenobarbital,DB01174,1
tiagabine,DB00906,primidone,DB00794,1
phenobarbital,DB01174,primidone,DB00794,0
aeds,N/A,gabitril,N/A,0
aeds,N/A,carbamazepine,DB00564,0
aeds,N/A,tiagabine,DB00906,0
aeds,N/A,carbamazepine,DB00564,0
aeds,N/A,aeds,N/A,0
gabitril,N/A,carbamazepine,DB00564,0
gabitril,N/A,tiagabine,DB00906,0
gabitril,N/A,carbamazepine,DB00564,0
carbamazepine,DB00564,tiagabine,DB00906,0
carbamazepine,DB00564,aeds,N/A,0
tiagabine,DB00906,carbamazepine,DB00564,1
tiagabine,DB00906,aeds,N/A,0
carbamazepine,DB00564,aeds,N/A,0
phenytoin,DB00252,tiagabine,DB00906,0
phenytoin,DB00252,aeds,N/A,0
tiagabine,DB00906,phenytoin,DB00252,1
phenytoin,DB00252,aeds,N/A,0
phenobarbital,DB01174,aeds,N/A,0
primidone,DB00794,aeds,N/A,0
phenobarbital,DB01174,aeds,N/A,0
primidone,DB00794,aeds,N/A,0
valproate,N/A,tiagabine,DB00906,0
tiagabine,DB00906,valproate,N/A,0
tiagabine,DB00906,tiagabine,DB00906,0
valproate,N/A,tiagabine,DB00906,1
gabitril,N/A,cimetidine,DB00501,0
gabitril,N/A,cimetidine,DB00501,0
cimetidine,DB00501,cimetidine,DB00501,0
cimetidine,DB00501,tiagabine,DB00906,0
cimetidine,DB00501,tiagabine,DB00906,0
theophylline,DB00277,tiagabine,DB00906,0
theophylline,DB00277,theophylline,DB00277,0
tiagabine,DB00906,theophylline,DB00277,0
warfarin,DB00682,tiagabine,DB00906,0
r-warfarin,N/A,s-warfarin,N/A,0
r-warfarin,N/A,tiagabine,DB00906,0
s-warfarin,N/A,tiagabine,DB00906,0
digoxin,DB00390,tiagabine,DB00906,0
tiagabine,DB00906,digoxin,DB00390,0
digoxin,DB00390,digoxin,DB00390,0
ethanol,DB00898,triazolam,DB00897,0
ethanol,DB00898,triazolam,DB00897,0
ethanol,DB00898,tiagabine,DB00906,0
triazolam,DB00897,triazolam,DB00897,0
triazolam,DB00897,tiagabine,DB00906,0
triazolam,DB00897,tiagabine,DB00906,1
ethanol,DB00898,tiagabine,DB00906,1
tiagabine,DB00906,alcohol,N/A,0
ethanol,DB00898,triazolam,DB00897,0
contraceptives,N/A,tiagabine,DB00906,0
contraceptives,N/A,contraceptives,N/A,0
tiagabine,DB00906,contraceptives,N/A,0
antipyrine,DB01435,antipyrine,DB01435,0
antipyrine,DB01435,tiagabine,DB00906,0
tiagabine,DB00906,antipyrine,DB01435,0
sulfapyridine,DB00891,acetaminophen,DB00316,1
sulfapyridine,DB00891,tylenol,N/A,1
acetaminophen,DB00316,tylenol,N/A,0
amiodarone,DB01118,cordarone,N/A,0
anabolic steroids,N/A,nandrolone,DB13169,0
anabolic steroids,N/A,anabolin,N/A,0
anabolic steroids,N/A,oxandrolone,DB00621,0
anabolic steroids,N/A,anavar,N/A,0
anabolic steroids,N/A,anadrol,N/A,0
anabolic steroids,N/A,stanozolol,DB06718,0
anabolic steroids,N/A,winstrol,N/A,0
nandrolone,DB13169,anabolin,N/A,0
nandrolone,DB13169,oxandrolone,DB00621,0
nandrolone,DB13169,anavar,N/A,0
nandrolone,DB13169,oxymetholone,DB06412,0
nandrolone,DB13169,anadrol,N/A,0
nandrolone,DB13169,stanozolol,DB06718,0
nandrolone,DB13169,winstrol,N/A,0
anabolin,N/A,oxandrolone,DB00621,0
anabolin,N/A,anavar,N/A,0
anabolin,N/A,oxymetholone,DB06412,0
anabolin,N/A,anadrol,N/A,0
anabolin,N/A,stanozolol,DB06718,0
anabolin,N/A,winstrol,N/A,0
oxandrolone,DB00621,anavar,N/A,0
oxandrolone,DB00621,oxymetholone,DB06412,0
oxandrolone,DB00621,anadrol,N/A,0
oxandrolone,DB00621,stanozolol,DB06718,0
oxandrolone,DB00621,winstrol,N/A,0
anavar,N/A,oxymetholone,DB06412,0
anavar,N/A,anadrol,N/A,0
anavar,N/A,stanozolol,DB06718,0
anavar,N/A,winstrol,N/A,0
oxymetholone,DB06412,anadrol,N/A,0
oxymetholone,DB06412,stanozolol,DB06718,0
oxymetholone,DB06412,winstrol,N/A,0
anadrol,N/A,stanozolol,DB06718,0
anadrol,N/A,winstrol,N/A,0
stanozolol,DB06718,winstrol,N/A,0
carbamazepine,DB00564,tegretol,N/A,0
carmustine,DB00262,bicnu,N/A,0
chloroquine,DB00608,aralen,N/A,0
dantrolene,DB01219,dantrium,N/A,0
daunorubicin,DB00694,cerubidine,N/A,0
disulfiram,DB00822,antabuse,N/A,0
divalproex,N/A,depakote,N/A,0
etretinate,DB00926,tegison,N/A,0
hydroxychloroquine,DB01611,plaquenil,N/A,0
mercaptopurine,DB01033,purinethol,N/A,0
naltrexone,DB00704,trexan,N/A,0
contraceptives,N/A,estrogen,N/A,0
phenothiazines,N/A,acetophenazine,DB01063,0
phenothiazines,N/A,tindal,N/A,0
phenothiazines,N/A,chlorpromazine,DB00477,0
phenothiazines,N/A,thorazine,N/A,0
phenothiazines,N/A,fluphenazine,DB00623,0
phenothiazines,N/A,prolixin,N/A,0
phenothiazines,N/A,mesoridazine,DB00933,0
phenothiazines,N/A,serentil,N/A,0
phenothiazines,N/A,perphenazine,DB00850,0
phenothiazines,N/A,trilafon,N/A,0
phenothiazines,N/A,prochlorperazine,DB00433,0
phenothiazines,N/A,compazine,N/A,0
phenothiazines,N/A,promazine,DB00420,0
phenothiazines,N/A,sparine,N/A,0
phenothiazines,N/A,promethazine,DB01069,0
phenothiazines,N/A,phenergan,N/A,0
phenothiazines,N/A,thioridazine,DB00679,0
phenothiazines,N/A,mellaril,N/A,0
phenothiazines,N/A,trifluoperazine,DB00831,0
phenothiazines,N/A,stelazine,N/A,0
phenothiazines,N/A,triflupromazine,DB00508,0
phenothiazines,N/A,vesprin,N/A,0
phenothiazines,N/A,trimeprazine,N/A,0
phenothiazines,N/A,temaril,N/A,0
acetophenazine,DB01063,tindal,N/A,0
acetophenazine,DB01063,chlorpromazine,DB00477,0
acetophenazine,DB01063,thorazine,N/A,0
acetophenazine,DB01063,fluphenazine,DB00623,0
acetophenazine,DB01063,prolixin,N/A,0
acetophenazine,DB01063,mesoridazine,DB00933,0
acetophenazine,DB01063,serentil,N/A,0
acetophenazine,DB01063,perphenazine,DB00850,0
acetophenazine,DB01063,trilafon,N/A,0
acetophenazine,DB01063,prochlorperazine,DB00433,0
acetophenazine,DB01063,compazine,N/A,0
acetophenazine,DB01063,promazine,DB00420,0
acetophenazine,DB01063,sparine,N/A,0
acetophenazine,DB01063,promethazine,DB01069,0
acetophenazine,DB01063,phenergan,N/A,0
acetophenazine,DB01063,thioridazine,DB00679,0
acetophenazine,DB01063,mellaril,N/A,0
acetophenazine,DB01063,trifluoperazine,DB00831,0
acetophenazine,DB01063,stelazine,N/A,0
acetophenazine,DB01063,triflupromazine,DB00508,0
acetophenazine,DB01063,vesprin,N/A,0
acetophenazine,DB01063,trimeprazine,N/A,0
acetophenazine,DB01063,temaril,N/A,0
tindal,N/A,chlorpromazine,DB00477,0
tindal,N/A,thorazine,N/A,0
tindal,N/A,fluphenazine,DB00623,0
tindal,N/A,prolixin,N/A,0
tindal,N/A,mesoridazine,DB00933,0
tindal,N/A,serentil,N/A,0
tindal,N/A,perphenazine,DB00850,0
tindal,N/A,trilafon,N/A,0
tindal,N/A,prochlorperazine,DB00433,0
tindal,N/A,compazine,N/A,0
tindal,N/A,promazine,DB00420,0
tindal,N/A,sparine,N/A,0
tindal,N/A,promethazine,DB01069,0
tindal,N/A,phenergan,N/A,0
tindal,N/A,thioridazine,DB00679,0
tindal,N/A,mellaril,N/A,0
tindal,N/A,trifluoperazine,DB00831,0
tindal,N/A,stelazine,N/A,0
tindal,N/A,triflupromazine,DB00508,0
tindal,N/A,vesprin,N/A,0
tindal,N/A,trimeprazine,N/A,0
tindal,N/A,temaril,N/A,0
chlorpromazine,DB00477,thorazine,N/A,0
chlorpromazine,DB00477,fluphenazine,DB00623,0
chlorpromazine,DB00477,prolixin,N/A,0
chlorpromazine,DB00477,mesoridazine,DB00933,0
chlorpromazine,DB00477,serentil,N/A,0
chlorpromazine,DB00477,perphenazine,DB00850,0
chlorpromazine,DB00477,trilafon,N/A,0
chlorpromazine,DB00477,prochlorperazine,DB00433,0
chlorpromazine,DB00477,compazine,N/A,0
chlorpromazine,DB00477,promazine,DB00420,0
chlorpromazine,DB00477,sparine,N/A,0
chlorpromazine,DB00477,promethazine,DB01069,0
chlorpromazine,DB00477,phenergan,N/A,0
chlorpromazine,DB00477,thioridazine,DB00679,0
chlorpromazine,DB00477,mellaril,N/A,0
chlorpromazine,DB00477,trifluoperazine,DB00831,0
chlorpromazine,DB00477,stelazine,N/A,0
chlorpromazine,DB00477,triflupromazine,DB00508,0
chlorpromazine,DB00477,vesprin,N/A,0
chlorpromazine,DB00477,trimeprazine,N/A,0
chlorpromazine,DB00477,temaril,N/A,0
thorazine,N/A,fluphenazine,DB00623,0
thorazine,N/A,prolixin,N/A,0
thorazine,N/A,mesoridazine,DB00933,0
thorazine,N/A,serentil,N/A,0
thorazine,N/A,perphenazine,DB00850,0
thorazine,N/A,trilafon,N/A,0
thorazine,N/A,prochlorperazine,DB00433,0
thorazine,N/A,compazine,N/A,0
thorazine,N/A,promazine,DB00420,0
thorazine,N/A,sparine,N/A,0
thorazine,N/A,promethazine,DB01069,0
thorazine,N/A,phenergan,N/A,0
thorazine,N/A,thioridazine,DB00679,0
thorazine,N/A,mellaril,N/A,0
thorazine,N/A,trifluoperazine,DB00831,0
thorazine,N/A,stelazine,N/A,0
thorazine,N/A,triflupromazine,DB00508,0
thorazine,N/A,vesprin,N/A,0
thorazine,N/A,trimeprazine,N/A,0
thorazine,N/A,temaril,N/A,0
fluphenazine,DB00623,prolixin,N/A,0
fluphenazine,DB00623,mesoridazine,DB00933,0
fluphenazine,DB00623,serentil,N/A,0
fluphenazine,DB00623,perphenazine,DB00850,0
fluphenazine,DB00623,trilafon,N/A,0
fluphenazine,DB00623,prochlorperazine,DB00433,0
fluphenazine,DB00623,compazine,N/A,0
fluphenazine,DB00623,promazine,DB00420,0
fluphenazine,DB00623,sparine,N/A,0
fluphenazine,DB00623,promethazine,DB01069,0
fluphenazine,DB00623,phenergan,N/A,0
fluphenazine,DB00623,thioridazine,DB00679,0
fluphenazine,DB00623,mellaril,N/A,0
fluphenazine,DB00623,trifluoperazine,DB00831,0
fluphenazine,DB00623,stelazine,N/A,0
fluphenazine,DB00623,triflupromazine,DB00508,0
fluphenazine,DB00623,vesprin,N/A,0
fluphenazine,DB00623,trimeprazine,N/A,0
fluphenazine,DB00623,temaril,N/A,0
prolixin,N/A,mesoridazine,DB00933,0
prolixin,N/A,serentil,N/A,0
prolixin,N/A,perphenazine,DB00850,0
prolixin,N/A,trilafon,N/A,0
prolixin,N/A,prochlorperazine,DB00433,0
prolixin,N/A,compazine,N/A,0
prolixin,N/A,promazine,DB00420,0
prolixin,N/A,sparine,N/A,0
prolixin,N/A,promethazine,DB01069,0
prolixin,N/A,phenergan,N/A,0
prolixin,N/A,thioridazine,DB00679,0
prolixin,N/A,mellaril,N/A,0
prolixin,N/A,trifluoperazine,DB00831,0
prolixin,N/A,stelazine,N/A,0
prolixin,N/A,triflupromazine,DB00508,0
prolixin,N/A,vesprin,N/A,0
prolixin,N/A,trimeprazine,N/A,0
prolixin,N/A,temaril,N/A,0
mesoridazine,DB00933,serentil,N/A,0
mesoridazine,DB00933,perphenazine,DB00850,0
mesoridazine,DB00933,trilafon,N/A,0
mesoridazine,DB00933,prochlorperazine,DB00433,0
mesoridazine,DB00933,compazine,N/A,0
mesoridazine,DB00933,promazine,DB00420,0
mesoridazine,DB00933,sparine,N/A,0
mesoridazine,DB00933,promethazine,DB01069,0
mesoridazine,DB00933,phenergan,N/A,0
mesoridazine,DB00933,thioridazine,DB00679,0
mesoridazine,DB00933,mellaril,N/A,0
mesoridazine,DB00933,trifluoperazine,DB00831,0
mesoridazine,DB00933,stelazine,N/A,0
mesoridazine,DB00933,triflupromazine,DB00508,0
mesoridazine,DB00933,vesprin,N/A,0
mesoridazine,DB00933,trimeprazine,N/A,0
mesoridazine,DB00933,temaril,N/A,0
serentil,N/A,perphenazine,DB00850,0
serentil,N/A,trilafon,N/A,0
serentil,N/A,prochlorperazine,DB00433,0
