Drug1,Drug2,Interaction
Triazolam,tiagabine,0
triazolam,tiagabine,1
ethanol,tiagabine,1
Tiagabine,alcohol,0
ethanol,triazolam,0
Contraceptives,tiagabine,0
Contraceptives,contraceptives,0
tiagabine,contraceptives,0
Antipyrine,Antipyrine,0
Antipyrine,tiagabine,0
tiagabine,antipyrine,0
Sulfapyridine,Acetaminophen,1
Sulfapyridine,Tylenol,1
Acetaminophen,Tylenol,0
Amiodarone,Cordarone,0
Anabolic steroids,nandrolone,0
Anabolic steroids,Anabolin,0
Anabolic steroids,oxandrolone,0
Anabolic steroids,Anavar,0
Anabolic steroids,Anadrol,0
Anabolic steroids,stanozolol,0
Anabolic steroids,Winstrol,0
nandrolone,Anabolin,0
nandrolone,oxandrolone,0
nandrolone,Anavar,0
nandrolone,oxymetholone,0
nandrolone,Anadrol,0
nandrolone,stanozolol,0
nandrolone,Winstrol,0
Anabolin,oxandrolone,0
Anabolin,Anavar,0
Anabolin,oxymetholone,0
Anabolin,Anadrol,0
Anabolin,stanozolol,0
Anabolin,Winstrol,0
oxandrolone,Anavar,0
oxandrolone,oxymetholone,0
oxandrolone,Anadrol,0
oxandrolone,stanozolol,0
oxandrolone,Winstrol,0
Anavar,oxymetholone,0
Anavar,Anadrol,0
Anavar,stanozolol,0
Anavar,Winstrol,0
oxymetholone,Anadrol,0
oxymetholone,stanozolol,0
oxymetholone,Winstrol,0
Anadrol,stanozolol,0
Anadrol,Winstrol,0
stanozolol,Winstrol,0
Carbamazepine,Tegretol,0
Carmustine,BiCNU,0
Chloroquine,Aralen,0
Dantrolene,Dantrium,0
Daunorubicin,Cerubidine,0
Disulfiram,Antabuse,0
Divalproex,Depakote,0
Etretinate,Tegison,0
Hydroxychloroquine,Plaquenil,0
Mercaptopurine,Purinethol,0
Naltrexone,Trexan,0
contraceptives,estrogen,0
Phenothiazines,acetophenazine,0
Phenothiazines,Tindal,0
Phenothiazines,chlorpromazine,0
Phenothiazines,Thorazine,0
Phenothiazines,fluphenazine,0
Phenothiazines,Prolixin,0
Phenothiazines,mesoridazine,0
Phenothiazines,Serentil,0
Phenothiazines,perphenazine,0
Phenothiazines,Trilafon,0
Phenothiazines,prochlorperazine,0
Phenothiazines,Compazine,0
Phenothiazines,promazine,0
Phenothiazines,Sparine,0
Phenothiazines,promethazine,0
Phenothiazines,Phenergan,0
Phenothiazines,thioridazine,0
Phenothiazines,Mellaril,0
Phenothiazines,trifluoperazine,0
Phenothiazines,Stelazine,0
Phenothiazines,triflupromazine,0
Phenothiazines,Vesprin,0
Phenothiazines,trimeprazine,0
Phenothiazines,Temaril,0
acetophenazine,Tindal,0
acetophenazine,chlorpromazine,0
acetophenazine,Thorazine,0
acetophenazine,fluphenazine,0
acetophenazine,Prolixin,0
acetophenazine,mesoridazine,0
acetophenazine,Serentil,0
acetophenazine,perphenazine,0
acetophenazine,Trilafon,0
acetophenazine,prochlorperazine,0
acetophenazine,Compazine,0
acetophenazine,promazine,0
acetophenazine,Sparine,0
acetophenazine,promethazine,0
acetophenazine,Phenergan,0
acetophenazine,thioridazine,0
acetophenazine,Mellaril,0
acetophenazine,trifluoperazine,0
acetophenazine,Stelazine,0
acetophenazine,triflupromazine,0
acetophenazine,Vesprin,0
acetophenazine,trimeprazine,0
acetophenazine,Temaril,0
Tindal,chlorpromazine,0
Tindal,Thorazine,0
Tindal,fluphenazine,0
Tindal,Prolixin,0
Tindal,mesoridazine,0
Tindal,Serentil,0
Tindal,perphenazine,0
Tindal,Trilafon,0
Tindal,prochlorperazine,0
Tindal,Compazine,0
Tindal,promazine,0
Tindal,Sparine,0
Tindal,promethazine,0
Tindal,Phenergan,0
Tindal,thioridazine,0
Tindal,Mellaril,0
Tindal,trifluoperazine,0
Tindal,Stelazine,0
Tindal,triflupromazine,0
Tindal,Vesprin,0
Tindal,trimeprazine,0
Tindal,Temaril,0
chlorpromazine,Thorazine,0
chlorpromazine,fluphenazine,0
chlorpromazine,Prolixin,0
chlorpromazine,mesoridazine,0
chlorpromazine,Serentil,0
chlorpromazine,perphenazine,0
chlorpromazine,Trilafon,0
chlorpromazine,prochlorperazine,0
chlorpromazine,Compazine,0
chlorpromazine,promazine,0
chlorpromazine,Sparine,0
chlorpromazine,promethazine,0
chlorpromazine,Phenergan,0
chlorpromazine,thioridazine,0
chlorpromazine,Mellaril,0
chlorpromazine,trifluoperazine,0
chlorpromazine,Stelazine,0
chlorpromazine,triflupromazine,0
chlorpromazine,Vesprin,0
chlorpromazine,trimeprazine,0
chlorpromazine,Temaril,0
Thorazine,fluphenazine,0
Thorazine,Prolixin,0
Thorazine,mesoridazine,0
Thorazine,Serentil,0
Thorazine,perphenazine,0
Thorazine,Trilafon,0
Thorazine,prochlorperazine,0
Thorazine,Compazine,0
Thorazine,promazine,0
Thorazine,Sparine,0
Thorazine,promethazine,0
Thorazine,Phenergan,0
Thorazine,thioridazine,0
Thorazine,Mellaril,0
Thorazine,trifluoperazine,0
Thorazine,Stelazine,0
Thorazine,triflupromazine,0
Thorazine,Vesprin,0
Thorazine,trimeprazine,0
Thorazine,Temaril,0
fluphenazine,Prolixin,0
fluphenazine,mesoridazine,0
fluphenazine,Serentil,0
fluphenazine,perphenazine,0
fluphenazine,Trilafon,0
fluphenazine,prochlorperazine,0
fluphenazine,Compazine,0
fluphenazine,promazine,0
fluphenazine,Sparine,0
fluphenazine,promethazine,0
fluphenazine,Phenergan,0
fluphenazine,thioridazine,0
fluphenazine,Mellaril,0
fluphenazine,trifluoperazine,0
fluphenazine,Stelazine,0
fluphenazine,triflupromazine,0
fluphenazine,Vesprin,0
fluphenazine,trimeprazine,0
fluphenazine,Temaril,0
Prolixin,mesoridazine,0
Prolixin,Serentil,0
Prolixin,perphenazine,0
Prolixin,Trilafon,0
Prolixin,prochlorperazine,0
Prolixin,Compazine,0
Prolixin,promazine,0
Prolixin,Sparine,0
Prolixin,promethazine,0
Prolixin,Phenergan,0
Prolixin,thioridazine,0
Prolixin,Mellaril,0
Prolixin,trifluoperazine,0
Prolixin,Stelazine,0
Prolixin,triflupromazine,0
Prolixin,Vesprin,0
Prolixin,trimeprazine,0
Prolixin,Temaril,0
mesoridazine,Serentil,0
mesoridazine,perphenazine,0
mesoridazine,Trilafon,0
mesoridazine,prochlorperazine,0
mesoridazine,Compazine,0
mesoridazine,promazine,0
mesoridazine,Sparine,0
mesoridazine,promethazine,0
mesoridazine,Phenergan,0
mesoridazine,thioridazine,0
mesoridazine,Mellaril,0
mesoridazine,trifluoperazine,0
mesoridazine,Stelazine,0
mesoridazine,triflupromazine,0
mesoridazine,Vesprin,0
mesoridazine,trimeprazine,0
mesoridazine,Temaril,0
Serentil,perphenazine,0
Serentil,Trilafon,0
Serentil,prochlorperazine,0
Serentil,Compazine,0
Serentil,promazine,0
Serentil,Sparine,0
Serentil,promethazine,0
Serentil,Phenergan,0
Serentil,thioridazine,0
Serentil,Mellaril,0
Serentil,trifluoperazine,0
Serentil,Stelazine,0
Serentil,triflupromazine,0
Serentil,Vesprin,0
Serentil,trimeprazine,0
Serentil,Temaril,0
perphenazine,Trilafon,0
perphenazine,prochlorperazine,0
perphenazine,Compazine,0
perphenazine,promazine,0
perphenazine,Sparine,0
perphenazine,promethazine,0
perphenazine,Phenergan,0
perphenazine,thioridazine,0
perphenazine,Mellaril,0
perphenazine,trifluoperazine,0
perphenazine,Stelazine,0
perphenazine,triflupromazine,0
perphenazine,Vesprin,0
perphenazine,trimeprazine,0
perphenazine,Temaril,0
Trilafon,prochlorperazine,0
Trilafon,Compazine,0
Trilafon,promazine,0
Trilafon,Sparine,0
Trilafon,promethazine,0
Trilafon,Phenergan,0
Trilafon,thioridazine,0
Trilafon,Mellaril,0
Trilafon,trifluoperazine,0
Trilafon,Stelazine,0
Trilafon,triflupromazine,0
Trilafon,Vesprin,0
Trilafon,trimeprazine,0
Trilafon,Temaril,0
prochlorperazine,Compazine,0
prochlorperazine,promazine,0
prochlorperazine,Sparine,0
prochlorperazine,promethazine,0
prochlorperazine,Phenergan,0
prochlorperazine,thioridazine,0
prochlorperazine,Mellaril,0
prochlorperazine,trifluoperazine,0
prochlorperazine,Stelazine,0
prochlorperazine,triflupromazine,0
prochlorperazine,Vesprin,0
prochlorperazine,trimeprazine,0
prochlorperazine,Temaril,0
Compazine,promazine,0
Compazine,Sparine,0
Compazine,promethazine,0
Compazine,Phenergan,0
Compazine,thioridazine,0
Compazine,Mellaril,0
Compazine,trifluoperazine,0
Compazine,Stelazine,0
Compazine,triflupromazine,0
Compazine,Vesprin,0
Compazine,trimeprazine,0
Compazine,Temaril,0
promazine,Sparine,0
promazine,promethazine,0
promazine,Phenergan,0
promazine,thioridazine,0
promazine,Mellaril,0
promazine,trifluoperazine,0
promazine,Stelazine,0
promazine,triflupromazine,0
promazine,Vesprin,0
promazine,trimeprazine,0
promazine,Temaril,0
Sparine,promethazine,0
Sparine,Phenergan,0
Sparine,thioridazine,0
Sparine,Mellaril,0
Sparine,trifluoperazine,0
Sparine,Stelazine,0
Sparine,triflupromazine,0
Sparine,Vesprin,0
Sparine,trimeprazine,0
Sparine,Temaril,0
promethazine,Phenergan,0
promethazine,thioridazine,0
promethazine,Mellaril,0
promethazine,trifluoperazine,0
promethazine,Stelazine,0
promethazine,triflupromazine,0
promethazine,Vesprin,0
promethazine,trimeprazine,0
promethazine,Temaril,0
Phenergan,thioridazine,0
Phenergan,Mellaril,0
Phenergan,trifluoperazine,0
Phenergan,Stelazine,0
Phenergan,triflupromazine,0
Phenergan,Vesprin,0
Phenergan,trimeprazine,0
Phenergan,Temaril,0
thioridazine,Mellaril,0
thioridazine,trifluoperazine,0
thioridazine,Stelazine,0
thioridazine,triflupromazine,0
thioridazine,Vesprin,0
thioridazine,trimeprazine,0
thioridazine,Temaril,0
Mellaril,trifluoperazine,0
Mellaril,Stelazine,0
Mellaril,triflupromazine,0
Mellaril,Vesprin,0
Mellaril,trimeprazine,0
Mellaril,Temaril,0
trifluoperazine,Stelazine,0
trifluoperazine,triflupromazine,0
trifluoperazine,Vesprin,0
trifluoperazine,trimeprazine,0
trifluoperazine,Temaril,0
Stelazine,triflupromazine,0
Stelazine,Vesprin,0
Stelazine,trimeprazine,0
Stelazine,Temaril,0
triflupromazine,Vesprin,0
triflupromazine,trimeprazine,0
triflupromazine,Temaril,0
Vesprin,trimeprazine,0
Vesprin,Temaril,0
trimeprazine,Temaril,0
Plicamycin,Mithracin,0
Valproic acid,Depakene,0
Valproic acid,sulfapyridine,0
Depakene,sulfapyridine,0
Acetohydroxamic acid,Lithostat,0
Furazolidone,Furoxone,0
Nitrofurantoin,Furadantin,0
Procainamide,Pronestyl,0
Quinidine,Quinidex,0
Quinine,Quinamm,0
Sulfoxone,Diasone,0
Vitamin K,AquaMEPHYTON,0
Vitamin K,Synkayvite,0
Vitamin K,sulfapyridine,0
AquaMEPHYTON,Synkayvite,0
AquaMEPHYTON,sulfapyridine,0
Synkayvite,sulfapyridine,0
Anticoagulants,blood thinner,0
Ethotoin,Peganone,0
Mephenytoin,Mesantoin,0
Mephenytoin,sulfapyridine,0
Mesantoin,sulfapyridine,0
Antidiabetics,antidiabetics,0
Antidiabetics,sulfapyridine,0
antidiabetics,sulfapyridine,1
antidiabetics,antidiabetics,0
sulfapyridine,antidiabetics,0
Methotrexate,Mexate,0
Methotrexate,methotrexate,0
Methotrexate,sulfapyridine,0
Mexate,methotrexate,0
Mexate,sulfapyridine,0
methotrexate,sulfapyridine,1
methotrexate,methotrexate,0
sulfapyridine,methotrexate,0
Methyldopa,Aldomet,0
Methyldopa,methyldopa,0
Methyldopa,sulfapyridine,0
Aldomet,methyldopa,0
Aldomet,sulfapyridine,0
methyldopa,sulfapyridine,1
Phenytoin,Dilantin,0
Phenytoin,sulfapyridine,0
Dilantin,phenytoin,0
Dilantin,sulfapyridine,0
phenytoin,sulfapyridine,1
phenytoin,phenytoin,0
sulfapyridine,phenytoin,0
theophylline,quinolones,0
theophylline,quinolone,1
Quinolones,caffeine,1
cinoxacin,cinoxacin,0
cinoxacin,caffeine,1
Antacids,sucralfate,0
Antacids,quinolones,1
sucralfate,quinolones,0
quinolones,iron,1
quinolones,multivitamins,1
quinolones,zinc,1
quinolones,Videx,1
quinolones,didanosine,1
iron,multivitamins,0
iron,zinc,0
iron,Videx,0
iron,didanosine,0
multivitamins,zinc,0
multivitamins,Videx,0
multivitamins,didanosine,0
zinc,Videx,0
zinc,didanosine,0
Videx,didanosine,0
Quinolones,cinoxacin,0
Quinolones,anticoagulants,1
Quinolones,warfarin,1
cinoxacin,anticoagulants,1
cinoxacin,warfarin,1
anticoagulants,warfarin,0
quinolone class antimicrobial,nonsteroidal anti-inflammatory drug,1
quinolone class antimicrobial,fenbufen,1
nonsteroidal anti-inflammatory drug,fenbufen,0
cinoxacin,nonsteroidal anti-inflammatory agents,1
cyclosporine,quinolones,0
cyclosporine,cyclosporine,0
quinolones,cyclosporine,1
Antacids,Sucralfate,0
Antacids,Multivitamins,0
Antacids,Quinolones,0
Sucralfate,Multivitamins,0
Sucralfate,Quinolones,0
Multivitamins,Quinolones,0
quinolones,antacids,0
quinolones,aluminum,0
quinolones,magnesium,0
quinolones,calcium,0
quinolones,sucralfate,1
quinolones,VIDEX,1
quinolones,quinolones,0
antacids,aluminum,0
antacids,magnesium,0
antacids,calcium,0
antacids,sucralfate,0
antacids,iron,0
antacids,multivitamins,0
antacids,zinc,0
antacids,VIDEX,1
antacids,didanosine,0
antacids,quinolones,0
aluminum,magnesium,0
aluminum,calcium,0
aluminum,sucralfate,0
aluminum,iron,0
aluminum,multivitamins,0
aluminum,zinc,0
aluminum,VIDEX,1
aluminum,didanosine,0
aluminum,quinolones,0
magnesium,calcium,0
magnesium,sucralfate,0
magnesium,iron,0
magnesium,multivitamins,0
magnesium,zinc,0
magnesium,VIDEX,1
magnesium,didanosine,0
magnesium,quinolones,0
calcium,sucralfate,0
calcium,iron,0
calcium,multivitamins,0
calcium,zinc,0
calcium,VIDEX,0
calcium,didanosine,0
calcium,quinolones,0
sucralfate,iron,0
sucralfate,multivitamins,0
sucralfate,zinc,0
sucralfate,VIDEX,0
sucralfate,didanosine,0
iron,iron,0
iron,VIDEX,0
iron,quinolones,0
multivitamins,iron,0
multivitamins,VIDEX,0
multivitamins,quinolones,0
zinc,VIDEX,0
zinc,quinolones,0
VIDEX,didanosine,0
VIDEX,quinolones,0
didanosine,quinolones,0
Caffeine,Theobromine,0
Caffeine,Grepafloxacin,0
Caffeine,quinolones,0
Caffeine,caffeine,0
Caffeine,theobromine,0
Theobromine,Grepafloxacin,0
Theobromine,quinolones,0
Theobromine,caffeine,0
Theobromine,theobromine,0
Grepafloxacin,quinolones,0
Grepafloxacin,caffeine,1
Grepafloxacin,theobromine,1
quinolones,caffeine,1
quinolones,theobromine,1
caffeine,theobromine,0
Theophylline,Grepafloxacin,0
Grepafloxacin,theophylline,1
theophylline,grepafloxacin,0
grepafloxacin,theophylline,0
grepafloxacin,grepafloxacin,0
Warfarin,grepafloxacin,0
warfarin,grepafloxacin,0
quinolones,warfarin,1
quinolones,quinolone antimicrobial,0
warfarin,quinolone antimicrobial,0
quinolone antimicrobial,warfarin,1
terfenadine,astemizole,0
terfenadine,cisapride,0
terfenadine,midazolam,0
terfenadine,triazolam,0
astemizole,cisapride,0
astemizole,midazolam,0
astemizole,triazolam,0
cisapride,midazolam,0
cisapride,triazolam,0
midazolam,triazolam,0
Nonsteroidal Anti-inflammatory Drugs,NSAIDs,0
Nonsteroidal Anti-inflammatory Drugs,nonsteroidal anti inflammatory drug,0
Nonsteroidal Anti-inflammatory Drugs,quinolone,0
NSAIDs,nonsteroidal anti inflammatory drug,0
NSAIDs,quinolone,0
nonsteroidal anti inflammatory drug,quinolone,1
Antidiabetic Agents,quinolones,0
Antidiabetic Agents,antidiabetic agent,0
quinolones,antidiabetic agent,1
Robinul,anticholinergics,1
Robinul,phenothiazines,1
Robinul,antiparkinson drugs,1
Robinul,tricyclic antidepressants,1
anticholinergics,phenothiazines,0
anticholinergics,antiparkinson drugs,0
anticholinergics,tricyclic antidepressants,0
phenothiazines,antiparkinson drugs,0
phenothiazines,tricyclic antidepressants,0
antiparkinson drugs,tricyclic antidepressants,0
Robinul,potassium chloride,1
Antizol,ethanol,1
ethanol,Antizol,1
Antizol,phenytoin,1
Antizol,carbamazepine,1
Antizol,cimetidine,1
Antizol,ketoconazole,1
phenytoin,carbamazepine,0
phenytoin,cimetidine,1
phenytoin,ketoconazole,0
carbamazepine,cimetidine,0
carbamazepine,ketoconazole,0
cimetidine,ketoconazole,0
beta-adrenergic receptor blocking agents,Anesthetics,1
beta-adrenergic receptor blocking agents,anesthetics,0
Anesthetics,anesthetics,0
quinolones,theophylline,1
Quinolones,nalidixic acid,0
Quinolones,anticoagulant,1
nalidixic acid,anticoagulant,0
nalidixic acid,warfarin,1
anticoagulant,warfarin,0
Nitrofurantoin,nalidixic acid,1
Antacids,magnesium,0
Antacids,aluminum,0
Antacids,calcium,0
magnesium,aluminum,0
Videx,Didanosine,0
Videx,quinolones,1
Didanosine,quinolones,1
Metformin,cephalexin,0
Metformin,metformin,0
cephalexin,metformin,1
metformin,metformin,0
metformin,cephalexin,0
Probenecid,b-lactams,0
Probenecid,cephalexin,0
Probenecid,probenecid,0
b-lactams,cephalexin,0
b-lactams,probenecid,0
cephalexin,probenecid,1
ETOPOPHOS,levamisole hydrochloride,1
cyclosporin A,etoposide,0
etoposide,etoposide,0
Diuretics,diuretics,0
Diuretics,fosinopril sodium,0
diuretics,fosinopril sodium,1
diuretic,fosinopril sodium,1
Potassium,Potassium-Sparing Diuretics,0
Potassium,Fosinopril sodium,0
Potassium,thiazide diuretics,0
Potassium-Sparing Diuretics,Fosinopril sodium,0
Potassium-Sparing Diuretics,thiazide diuretics,1
Fosinopril sodium,thiazide diuretics,1
Potassium-sparing diuretics,spironolactone,0
Potassium-sparing diuretics,amiloride,0
Potassium-sparing diuretics,triamterene,0
Potassium-sparing diuretics,potassium,0
spironolactone,amiloride,0
spironolactone,triamterene,0
spironolactone,potassium,0
amiloride,triamterene,0
amiloride,potassium,0
triamterene,potassium,0
Lithium,lithium,0
Lithium,ACE inhibitors,0
lithium,lithium,0
lithium,ACE inhibitors,1
ACE inhibitors,lithium,1
Antacids,antacid,0
Antacids,aluminum hydroxide,0
Antacids,magnesium hydroxide,0
Antacids,simethicone,0
Antacids,fosinopril,0
Antacids,fosinoprilat,0
Antacids,antacids,0
antacid,aluminum hydroxide,0
antacid,magnesium hydroxide,0
antacid,simethicone,0
antacid,fosinopril,0
antacid,fosinoprilat,0
antacid,antacids,0
aluminum hydroxide,magnesium hydroxide,0
aluminum hydroxide,simethicone,0
aluminum hydroxide,fosinopril,0
aluminum hydroxide,fosinoprilat,0
aluminum hydroxide,antacids,0
magnesium hydroxide,simethicone,0
magnesium hydroxide,fosinopril,0
magnesium hydroxide,fosinoprilat,0
magnesium hydroxide,antacids,0
simethicone,fosinopril,0
simethicone,fosinoprilat,0
simethicone,antacids,0
fosinopril,fosinoprilat,0
fosinopril,fosinopril,0
fosinopril,antacids,0
fosinoprilat,fosinopril,0
fosinoprilat,antacids,0
antacids,fosinopril,1
chlorthalidone,nifedipine,0
chlorthalidone,propanolol,0
chlorthalidone,hydrochlorothiazide,0
chlorthalidone,cimetidine,0
chlorthalidone,metoclopramide,0
chlorthalidone,propantheline,0
chlorthalidone,digoxin,0
chlorthalidone,warfarin,0
chlorthalidone,fosinoprilat,0
chlorthalidone,fosinopril,0
nifedipine,propanolol,0
nifedipine,hydrochlorothiazide,0
nifedipine,cimetidine,1
nifedipine,metoclopramide,0
nifedipine,propantheline,0
nifedipine,digoxin,0
nifedipine,warfarin,0
nifedipine,fosinoprilat,0
nifedipine,fosinopril,0
propanolol,hydrochlorothiazide,0
propanolol,cimetidine,0
propanolol,metoclopramide,0
propanolol,propantheline,0
propanolol,digoxin,0
propanolol,warfarin,0
propanolol,fosinoprilat,0
propanolol,fosinopril,0
hydrochlorothiazide,cimetidine,0
hydrochlorothiazide,metoclopramide,0
hydrochlorothiazide,propantheline,0
hydrochlorothiazide,digoxin,0
hydrochlorothiazide,warfarin,0
hydrochlorothiazide,fosinoprilat,0
hydrochlorothiazide,fosinopril,0
cimetidine,metoclopramide,0
cimetidine,propantheline,0
cimetidine,digoxin,0
cimetidine,warfarin,0
cimetidine,fosinoprilat,0
cimetidine,fosinopril,0
metoclopramide,propantheline,0
metoclopramide,digoxin,1
metoclopramide,warfarin,0
metoclopramide,fosinoprilat,0
metoclopramide,fosinopril,0
propantheline,digoxin,0
propantheline,warfarin,0
propantheline,fosinoprilat,0
propantheline,fosinopril,0
digoxin,warfarin,0
digoxin,fosinoprilat,0
digoxin,fosinopril,0
warfarin,fosinoprilat,0
warfarin,fosinopril,0
aspirin,fosinopril sodium,0
aspirin,fosinoprilat,0
fosinopril sodium,fosinoprilat,0
Fosinopril,digoxin,0
Fosinopril,Digoxin,0
digoxin,Digoxin,0
Flupenthixol,Monoamine oxidase inhibitors,1
Flupenthixol,MAOI,0
Flupenthixol,flupenthixol,0
Flupenthixol,Arecoline,0
Flupenthixol,Ethanol,1
Flupenthixol,Flupenthixol,0
Flupenthixol,Tricyclic antidepressants,1
Monoamine oxidase inhibitors,MAOI,0
Monoamine oxidase inhibitors,flupenthixol,0
Monoamine oxidase inhibitors,Arecoline,0
Monoamine oxidase inhibitors,Ethanol,0
Monoamine oxidase inhibitors,Flupenthixol,0
Monoamine oxidase inhibitors,Tricyclic antidepressants,0
MAOI,MAOI,0
MAOI,flupenthixol,1
MAOI,Arecoline,0
MAOI,Ethanol,0
MAOI,Flupenthixol,0
MAOI,Tricyclic antidepressants,0
flupenthixol,Arecoline,0
flupenthixol,Ethanol,0
flupenthixol,Flupenthixol,0
flupenthixol,Tricyclic antidepressants,0
Arecoline,Ethanol,0
Arecoline,Flupenthixol,0
Arecoline,Tricyclic antidepressants,0
Ethanol,Flupenthixol,0
Ethanol,Ethanol,0
Ethanol,Tricyclic antidepressants,0
Tricyclic antidepressants,Flupenthixol,0
Tricyclic antidepressants,Tricyclic antidepressants,0
antibiotics,aminoglycosides,0
antibiotics,polymyxin,0
aminoglycosides,polymyxin,0
Curariform muscle relaxants,tubocurarine,0
Curariform muscle relaxants,succinylcholine,0
Curariform muscle relaxants,gallamine,0
Curariform muscle relaxants,decamethonium,0
Curariform muscle relaxants,sodium citrate,0
Curariform muscle relaxants,Coly-Mycin M,1
tubocurarine,succinylcholine,0
tubocurarine,gallamine,0
tubocurarine,decamethonium,0
tubocurarine,sodium citrate,0
tubocurarine,Coly-Mycin M,1
succinylcholine,gallamine,0
succinylcholine,decamethonium,0
succinylcholine,sodium citrate,0
succinylcholine,Coly-Mycin M,1
gallamine,decamethonium,0
